Adj 1,Frequency
جننتنی,1
زینتنی,1
مورود,1
ناکشته,1
صادقش,1
واحدیم,1
مستجیر,1
خریار,1
قشری,1
چپی,2
دلاک,1
دلاکی,1
عجوز,2
داشتش,1
روینده,3
مفتاحی,1
سمیعست,1
مخلخل,1
جاذبی,2
ناحقی,1
خبطی,1
جوعی,1
نانیی,1
منتجب,1
لمتر,1
تتماجی,1
لاست,1
مجروحت,1
زایدش,1
بخششش,1
قصری,1
مردستی,1
فردمی,2
کدخدا,1
دریادلی,2
مشوق,1
مردریگش,1
غلیظی,1
برمالی,1
مقتلی,1
ریزیی,1
ثالثی,1
مبصر,1
مهرافزای,1
مثلش,1
پیغامبران,1
خر,3
بوجهی,1
منکسر,2
درگو,1
دورانی,2
معبده,1
راواقی,1
شبه,2
مشبه,1
طبقهای,1
مرتضایی,1
نیفشارمش,1
نادرتر,1
مسرد,1
معدد,1
سایهاش,1
مستعقل,1
نادرستانی,1
مول,1
هرکی,1
کنفی,1
قهقهی,1
حاذقی,2
موجهی,1
آسیاییم,1
نباشدی,1
اصلاحی,1
مردیم,1
بینهم,1
وارستمی,1
گردمی,1
سردمی,1
نانمی,1
جانمی,1
سرگردانمی,1
رقصانمی,1
جفتمی,1
نوجو,1
طپان,1
متعالی,1
پارش,2
چوپانیش,1
یکدانگی,1
مخنثتر,1
هجرانی,2
بخشایی,1
روتری,1
طعنی,1
البابی,1
صفرایی,1
طنطنه,1
دلشور,1
جانهایی,1
تعالا,1
هی,1
اینچنینی,1
عاتی,1
فراتی,3
ماتی,1
جانندش,1
مویزی,1
صورتستی,1
کبیره,3
ماهیانی,1
کنیش,1
توبودی,1
جوانتری,1
جانفزاستی,1
جداستی,1
ممثل,1
واجدی,1
معود,1
درانگیز,1
بیمغز,1
خوشگواری,2
مقراضی,1
ظریفتر,3
نگنجم,1
بگوئی,2
پرمشغله,2
ادبت,1
گرانخیزتر,1
سینجلی,1
ابلهان,1
ابرتر,1
بالایین,1
مقدست,1
وفادارتر,3
دلشادند,1
روئیکه,1
نشنیده,1
عاجزانه,1
بیخوش,1
بروزگاری,1
مقامری,1
طعنه,1
مرهمم,1
معکم,1
درباشی,1
وآنگهی,1
بفراز,2
مفروز,1
گویان,2
اندیشان,1
درویشان,2
خیالست,1
سیدی,2
آسیابی,1
آلودستی,1
بیاران,1
ببادی,2
ادبیر,2
درافکنی,2
صفرائی,1
بزده,1
شادیی,1
ناآگاه,1
ایساقی,2
کنیی,1
خورشیدانی,1
پرداختیی,1
الاسراری,1
بیفزا,1
چهرهٔ,2
حجری,1
زبوری,1
خوردئی,1
مرسا,1
قرابه,2
بینشم,1
میمانی,1
غوغائی,3
بردوختنی,1
بیادت,1
بپرداختمی,1
تاختمی,1
ناوردی,2
عجایبی,1
برکنمی,1
بازرهی,1
شادم,1
بروگری,1
بحساب,1
صوفئی,1
جرعهای,1
متحلی,1
نقشین,1
بپالوی,1
فرتوتی,1
گذرنده,2
خازنی,1
حساب,1
تخم,1
بسندی,1
جائری,1
بحتری,2
بیارائی,2
وامش,1
عصبانی,1
ورنی,3
مضاد,1
هیچیز,1
محضش,2
آنگه,1
زچرا,1
نندیشی,3
برشوی,2
پلیته,1
نگریزی,1
خونخواه,1
غمروار,1
رمکی,1
سپیدپوش,1
ارنبودی,1
خلابی,1
والائی,1
مستنصر,4
دشنام,1
رهبرتر,1
هنی,5
خز,1
نکوسیر,1
مفر,1
مدهون,1
قرارگه,1
خشمنی,1
کاچار,1
باوار,1
غار,1
ستمگارو,1
حرون,1
باردارش,1
رستار,1
فیلسوف,1
شمرده,3
باواز,1
چنینش,1
بکاردش,1
بحذر,1
ترنجیده,1
طخ,1
یکنهاد,1
چراینده,1
فنااند,1
صمصام,1
فرومایگی,2
مخبون,1
ازیرا,4
بدگیاهی,1
دنبه,1
ظاهرند,1
ناردش,1
نزاده,2
مرتضای,1
غدارند,1
چننده,1
چفده,1
عمدا,1
صانع,1
معادا,1
مقر,4
مهربانت,3
ناستوده,5
سالیان,1
برآورده,1
شاخش,1
محیر,2
مشجر,5
مکسر,1
خلنده,1
بیهدگی,1
بخسپی,1
بندار,1
بخورندش,1
صابی,1
مجبر,1
مقمر,1
مقشر,1
مشهر,1
نخواندت,1
وسعیر,1
ماجور,1
گلیمی,2
مرکبت,2
مشربه,2
برگمار,1
منداز,2
وطربی,1
مطراز,1
بدوز,3
هماز,1
خریدارش,3
محبتش,1
آذرش,1
قادرش,1
مبدع,4
لق,1
گزا,1
هنرستی,1
شنواش,1
سزاش,2
بدلاش,1
جداش,2
بیاموزش,1
غوانیش,1
بلور,1
یخین,1
شبانیش,1
جهانیش,2
میانیش,1
عیانیش,1
نواش,1
گواش,1
جزاش,1
شماش,1
پرمکر,1
ممیز,2
منوازش,1
نداندش,1
مخلق,1
سلبی,2
بنیوش,2
دریوش,1
بثینه,1
قابیلی,1
متمول,1
متقابل,1
آجل,2
پرنفع,1
نلفغدی,1
کنیده,1
تاویلی,2
بدانکه,1
جمار,1
نخواهی_همی,1
نیفشانی,1
مرم,1
همواریم,1
ماغاز,1
ماستور,1
رکن,1
بیلفنجی,1
نیلفنجی,1
کایدر,1
طواسینم,1
زخانه,1
خیوی,1
پشکم,1
چفتهٔ,1
مفرخم,1
تؤی,1
دستاسین,1
مرکبم,1
غریم,2
مهارم,1
ذوالفقارم,2
مارم,1
گوم,1
مشناس,1
آستین,2
گردانم,1
توانگرتر,1
مدانم,1
غلهٔ,1
ذمیم,2
خزی,1
ازانی,1
مغیلان,1
برفگنی,1
مبخشای,1
رخپین,1
تعویذ,1
غلتگاه,1
گندمین,2
مسین,1
ارزنین,1
محقی,1
بودشی,1
مرزنگوش,1
چترکی,1
ثن,1
بگیز,1
خوگ,1
دنیدی,1
مرشاه,1
غسلین,1
بفرسودی,1
نخسپی,1
شتابانی,1
پیرار,1
اجمعین,1
موشان,1
پرمیوه,1
ملاعین,1
انباغی,1
سپنجی,1
جوانه,1
فخفره,1
مطهره,2
مدبره,1
لحن,1
زربفته,1
هگرز,1
مغناطیس,1
مؤمنانه,1
دهانه,1
نپیرائی,1
نشتابی,1
اندائی,1
بیفتادی,1
وحوائی,1
بیالائی,1
طینی,1
کهینی,1
مکینی,1
مستعینی,1
یاسمینی,1
هرچگونه,1
سماری,1
بیاشامی,2
نیارامی,3
اجسامی,1
تامی,1
صمصامم,1
زوالی,1
همانند,1
نسگالی,1
حروری,1
سحرگاه,2
برسری,1
مارندر,1
مارندری,2
دختندری,1
ربوده,1
مرجانی,4
سارانی,1
نیتی,1
پنگانی,2
نینگاری,1
بیاچاری,1
ستمگاری,2
بیوبارد,1
بینباری,1
بهایمی,1
چراش,1
خبل,1
عقلائی,1
برناهی,2
یکتاهی,1
پادشائی,2
مرتضائی,1
ازاری,3
خیاری,1
مهاری,1
پهنی,1
جوازی,1
مغیلانی,1
دوجهانی,1
درگاهش,2
بیوشانی,1
زخاکی,1
مادرزادی,1
قذالی,1
لگامی,2
آلی,3
بنالی,2
بننگاری,1
بگزاری,1
جوزاستی,1
خلقستی,1
شیداستی,1
نابیناستی,1
اینهاستی,1
حالمی,1
دوتاستی,1
پرندین,1
شیرخواری,1
بحلی,2
نیاغازی,1
هوازی,1
وملی,1
متصلی,1
نیارمی,1
پشکمی,1
ملحمی,1
حنی,1
بده,1
فردائی,1
گویائی,4
معادائی,1
مریمستی,1
برنائی,1
نیکوگوی,1
قرمزی,1
مرغزی,2
عاجزی,1
چربک,1
شایگانی,1
اردوانی,1
مندخانی,1
کفتاری,2
بیگاری,1
بخیره,1
نجسی,1
وخشتی,1
مغبونی,1
طبرخونی,1
هارونی,3
مکنونی,2
ایرا,1
حقیری,2
کلانی,1
نشایدت,1
اوستامی,1
مامی,2
ورامی,1
زحامی,1
غربا,1
آستری,1
گذری,1
ناریستی,1
فانیستی,1
باقیستی,1
شادیستی,1
بفرمودمی,1
درانیستی,1
مقریستی,1
کوفیستی,1
طوطیستی,1
تاریستی,1
تیزیستی,1
بینیستی,1
ساقیستی,1
شاعیستی,1
زغاریستی,1
عالیستی,1
یاریستی,1
ضلالی,1
احتیالی,1
گذارستی,1
مهارستی,1
گزارستی,1
چهارستی,1
بستانستی,1
زارستی,1
چنارستی,1
تارستی,1
شخارستی,1
تغارستی,1
حصارستی,1
جدارستی,1
شمارستی,1
پولادی,1
نگرائی,1
نلفنجی,1
فنجی,1
خلنجی,1
فرنجی,1
مسنونی,1
زیتونی,1
وارونی,1
وابقی,1
سراکونی,1
همایونی,1
گلگونی,1
طاعونی,1
نوئی,1
چهارستون,1
شده_ای,1
بدزبان,1
درافتی,2
حسیر,1
فرزندخوار,1
سماکی,1
برگذشتی,1
ناشکیب,2
برمفزای,1
فحاش,1
رزنهی,1
وآسانی,1
طرفِ,1
اطبّا,1
متقبل,2
نیارمیده,1
دفینه,5
متبدل,2
عُمی,1
مضطربم,1
مددخواه,1
شعاع,1
نیامدی,9
مغزِتر,1
خفّاش,1
جهم,1
مظالم,1
دیّ,1
زخاکم,1
اعما,1
مصرکی,1
مقاماتِ,2
قلّاب,1
کششی,1
دلسوزم,1
مولّهانه,2
محققانه,3
مقتداست,1
منقّش,1
درسیاهی,1
ضلال,1
متهتّک,1
مُدغم,1
مطیعش,1
متأهل,1
غسطنطین,1
نابه,1
پرسود,2
غزای,1
پیرایی,1
مرفق,1
طنّاز,2
أراسته,1
عشرت,2
ترهاتی,1
مسکراتی,1
زکاتی,1
انتقالی,1
مهرپرور,1
برازا,1
تولّا,1
مونسی,2
واقعهٔی,1
مشنِّع,1
طلعتِ,1
می­کنی,1
سزایِ,1
مبُر,1
منشورم,2
مهجورم,1
کنگرۀ,1
مدامم,4
زیبایِ,1
غفلتِ,1
معدنِ,1
بیازرده,2
خنازیر,1
محقّقانه,1
ثنوی,3
وایه,1
وابرسی,1
برّاقی,1
معلاقی,1
ایقاقی,1
رزّاقی,1
عشّاقی,1
خلّاقی,1
خودپرستان,1
مبند,1
رغبتت,1
مضایقت,1
مشاع,3
تازَندگی,1
فرحی,1
بیابانم,1
چوگانم,1
درگهواره,1
نخورده,1
مرایی,4
سروقدی,1
ناکی,1
نازپرور,1
عمیم,1
هلیلی,1
ممثول,1
راح,2
مشوّق,1
موذّن,1
ملاّح,1
ذبیح,1
مفرّحی,1
مبطل,2
مخمَّر,1
پرورشی,1
غیرتِ,1
وخودبینی,1
ورد,2
وپیر,1
طَی,1
مشامش,1
غیّ,1
اولاتر,9
غُل,1
عنبرِ,1
مددِ,1
مجالش,1
قابلِ,1
ببوده,1
حبّ,1
عقلم,1
هرکه,1
سِتانی,1
ممکّن,1
مداوای,2
موکد,2
دوانسته,1
قطرهٔی,1
نیفتاد,1
مولعِ,1
بدوختمی,1
دلبرا,1
دلانی,3
سکندر,2
مَجاز,1
بُنی,1
مردمکِ,1
بیفسرده,1
نبید,1
سماع,2
مجّرد,1
منَت,1
چارهٔی,1
پیمانۀ,1
متعلّق,1
خنبکی,1
نیازمندِ,1
اضافی,2
میّسر,2
مُرّه,1
براکفنده,1
مرموزی,1
مطرّز,1
فریز,1
موجبِ,1
صمّا,1
متّقی,1
موقوفی,1
منتظرِ,1
عِقدِ,1
بخراش,1
فرّاش,1
پادشازاده,1
ادبش,1
مستم,2
فامش,1
حمول,2
مشروع,2
مصدّق,1
باخودی,1
مهرِ,1
مَخلص,1
برمژه,1
فرزانگی,1
رویاروی,1
مفتاحِ,1
دورم,1
پیشِ,1
متصرّف,1
برطرفِ,1
عّزَوجَلّ,1
جایِ,1
مردیِ,2
مشتغل,1
استخلاص,2
مصروعم,1
غشّ,1
محقّ,1
لاتعجل,1
بَری,1
موسمی,3
معّطل,1
خواهد_جز,1
عرضش,1
مسکر,1
عاجزم,1
غباربردار,1
معتکفِ,1
واویلاه,1
ضرورتِ,1
شیوۀ,1
مقالتی,2
مخیّل,1
مغفّل,1
موکَّل,1
رگِ,1
سیلِ,1
خونِ,1
اقتداری,1
مرحمتی,1
مستِ,1
مِهرم,1
مستغرقِ,1
مشغولیِ,1
وعدهی,1
حملی,1
چاپی,1
محکمم,1
خراباتیی,1
مره,1
واخریده,1
بارکشی,1
الارض,1
سیبِ,1
غیرِ,1
مجرّد,1
غلامِ,1
نیستان,1
سرباری,1
مرامی,1
متفکّر,1
خیالیم,1
مونسِ,1
دردمندان,1
بیاوردی,2
سلطنتی,2
خستن,1
مقامِ,1
سمایی,2
همایی,1
آزده,1
غِلمان,1
عشقم,2
هرگزم,1
نگزینی,1
بالشی,2
برنیاوردمی,1
خطرناکتر,1
برخواستن,1
حدِّ,1
لتی,1
کوفتندی,2
سرافکَنده,1
هشتیار,1
رَه,1
پذیرفته_ای,1
حریفِ,1
چشیدی,1
یتر,1
بیدانیی,1
کاوردمی,1
مراتت,1
مومیائی,3
خوشبوتر,1
کدخدائی,1
مغیلانم,1
بازوئی,1
ابروئی,2
دار,1
وانهاده,1
سعاده,1
شکلی,2
ذلتی,3
فریادخوان,1
آنکس,2
ذوالفقار,2
جهانیانرا,1
قدرقدرتی,1
مدعیش,1
لجهٔ,1
رفیعتر,1
آنروز,1
کامبخش,1
مسرعی,1
میبخشی,1
دیوارهای,1
نورگستر,1
الامانی,2
والمثانی,1
الزمانی,1
بگشائی,3
صدوده,1
منشیان,1
اعلاش,1
مملک,1
لؤلؤتر,1
جوشی,1
ناموس,1
دولتیار,1
هلاکست,1
تیغ,1
برگلزار,1
عذرآمیز,1
بینوایانرا,1
صبرم,2
بیمارتر,2
خستگانی,1
مردمیش,1
مقالا,1
بجودش,1
پرّ,2
رحالا,1
محالا,1
صاعقه,1
پایبنده,1
عنبرده,1
ندیمش,1
جولان,1
بیسامان,1
همچونان,1
فرّخی,1
بشیر,1
مشگبوی,1
نامسخر,1
فاظلتر,2
ضرّی,1
مطیّر,1
بسیجیده,1
غمزۀ,1
برشته,1
بسفیر,1
اوبارش,1
مخالفتر,1
بصریر,1
خویشش,1
فروزانتر,1
وشّی,1
مهرش,1
معطیتر,1
همش,1
نبازی,1
قدیمیش,1
بضجر,1
یکتنه,1
بخضر,2
ببصر,1
بحلقه,1
بفشاری,1
ناسوخته,3
بفغفوری,1
دلهرا,1
پالده,1
سمّ,1
جایگهی,2
شکیل,1
صوابتر,1
برفکنی,2
ملوکستی,1
بدال,1
اشقر,1
همیگردد,1
بخسته,1
خمّش,1
ضیغم,1
مغمم,1
حطبه,1
مخالفتش,1
یارش,1
بازگوی,1
ستاننده,1
داودستی,1
گرمسیر,2
روضۀ,1
قدّی,1
پیشدستی,1
مشاری,1
منتخبی,2
ستری,2
مشتهری,3
مضری,1
غاتفری,3
ملکبانی,1
یکانی,1
آهنگداز,1
ستردی,1
میداشتمی,1
زلفینی,1
کاشغری,1
بجادوئی,1
حجابی,1
نوروزش,1
اخش,2
نوازنده,1
جذری,1
بفخر,1
آموی,1
آرمده,1
بکفشیر,1
مارسار,1
فسوس,1
کرسنه,1
خنور,1
خوازه,1
فرومولی,1
بدسلب,1
اعتدرا,1
کیتر,1
کمندافکن,1
ملازمان,1
نادمیده,1
تیع,1
تپیده,2
سمندر,1
جانسوزتر,2
ماازل,1
منعم,1
سرشت,1
شهیدی,1
ساختنی,1
غمازتری,1
سنگدلی,1
منتطر,1
کفاره,1
مجرمانه,1
غزض,1
بینوایی,1
سافی,2
آوازه,2
چمن,3
حذرکن,1
نیفکنده,1
حسد,1
ملاف,2
درآتشکده,1
معاملگی,1
جادوفکن,1
خندهٔ,2
پارسایی,3
غمکدهٔ,1
ناشناسی,1
پالایِ,1
گلبانگی,1
گدازی,1
هشیارانه,1
شهیدش,2
سپارش,1
نیستش,1
خواری,1
انیس,1
مفشانی,1
درکش,1
میاور,1
جوشاجوش,1
حاتم,1
جورش,1
صداعی,1
غزالانه,1
دانم,1
نسپرده,1
مشهورم,1
بونصر,1
مسوزان,1
ناسرشته,1
نزع,1
نسوخته,1
فرسودنی,2
آلودنی,1
بخشودنی,1
ماندنی,3
جزء,1
مهرافروزتر,1
سوزتر,2
آموزتر,1
وفادشمن,1
اندوزتر,1
داغتر,1
کرشمهٔ,1
صدم,1
شکرین,4
غمتouhadi,1
دواپذیر,1
بوز,1
بشکفانیدی,1
مانندی,1
پالهنگی,1
کافسانه,1
گلست,1
بیمارم,1
اوحدی,26
چیدی,1
بیتر,1
تابت,1
شتابت,1
صوابت,1
مخوانش,3
عشقباز,1
کاهن,1
نیازش,1
برنافه,1
بسویی,1
دنگ,1
غمازش,1
ننیوشیده,1
موسیچه,1
لامم,1
صهباش,1
معاملی,1
آهیم,1
رعنای,1
بینگ,1
بنگ,1
بپرس,1
منشورش,1
بندش,3
پرستاره,1
مگرو,1
چرده,1
نچیدی,2
بحی,1
نینباشته,1
زو,2
هجرم,1
آوازم,1
گولی,1
مرموزم,1
درخوانی,1
گرفتمی,1
برنکنی,1
برآوری,2
منصب,1
رندآسا,1
آهم,3
میپرسی,1
عنایی,2
تکلیفی,1
غواصم,1
ترساز,1
ببین,1
بپوی,1
نمیدادی,1
بسوزتر,2
وامت,1
واجسته,1
نواله,2
بوزنه,1
بهایی,1
پیچیده_ای,1
ازمؤمنی,1
دویستی,1
انگاشتی,1
باک,2
بیافریدی,1
شکارم,2
خمارم,1
بیفگندی,2
معیدی,1
الوریدی,1
هزاری,4
بیژنی,1
نابوسیده,1
برازی,1
خودنشانی,1
بتراشی,1
مطوقی,1
بیرقی,1
ابلقی,1
بلنگی,1
بینگی,1
اروندقش,1
غامشی,1
بصدا,1
هلی,1
ذیلی,2
ناقوسی,1
بستدمی,6
خردمی,1
والید,1
برمانی,1
بشگرفی,1
بازآیی,8
غیرتست,2
کاندوختی,1
